Sens-1;Sens-2;Sens-3;Sens-4;Sens-5;Sens-6;Sens-7;Sens-8;Sens-9;Sens-10;Label
18.01;28.01;78.01;120.06;90.15;2.01;200.22;48.38;78.57;120.95;1
18.49;28.49;78.49;121.96;94.91;2.25;207.36;35.95;59.93;89.88;1
16.94;26.94;76.94;115.74;79.35;1.47;184.03;40.89;67.33;102.22;1
17.38;27.38;77.38;117.53;83.82;1.69;190.73;39.87;65.80;99.67;1
17.82;27.82;77.82;119.29;88.22;1.91;197.33;55.09;88.64;137.73;1
18.91;28.91;78.91;123.62;99.05;2.45;213.58;57.75;92.62;144.36;1
16.75;26.75;76.75;115.00;77.50;1.37;181.24;49.30;79.95;123.24;1
17.11;27.11;77.11;116.45;81.12;1.56;186.68;43.58;71.37;108.94;1
18.51;28.51;78.51;122.06;95.14;2.26;207.72;22.78;40.17;56.96;1
18.32;28.32;78.32;121.29;93.22;2.16;204.83;47.94;77.91;119.85;1
18.85;28.85;78.85;123.41;98.53;2.43;212.80;31.65;53.48;79.13;1
19.06;29.06;79.06;124.23;100.58;2.53;215.87;44.87;73.31;112.18;1
15.49;25.49;75.49;109.95;64.87;0.74;162.30;35.95;59.93;89.88;1
19.91;29.91;79.91;127.64;109.09;2.95;228.64;31.52;53.29;78.81;1
17.49;27.49;77.49;117.97;84.91;1.75;192.37;52.32;84.49;130.81;1
18.38;28.38;78.38;121.51;93.79;2.19;205.68;39.62;65.42;99.04;1
20.12;30.12;80.12;128.47;111.17;3.06;231.76;33.41;56.12;83.53;1
17.23;27.23;77.23;116.94;82.35;1.62;188.52;34.15;57.22;85.37;1
17.42;27.42;77.42;117.67;84.18;1.71;191.27;55.88;89.81;139.69;0
18.66;28.66;78.66;122.63;96.59;2.33;209.88;58.77;94.15;146.92;1
16.18;26.18;76.18;112.72;71.81;1.09;172.71;44.13;72.19;110.32;1
18.88;28.88;78.88;123.53;98.83;2.44;213.25;60.17;96.26;150.43;1
19.68;29.68;79.68;126.72;106.81;2.84;225.21;48.16;78.24;120.41;1
17.69;27.69;77.69;118.77;86.92;1.85;195.39;42.47;69.70;106.17;1
17.27;27.27;77.27;117.08;82.70;1.64;189.05;37.45;62.18;93.63;1
18.58;28.58;78.58;122.33;95.83;2.29;208.75;46.70;76.05;116.75;1
17.47;27.47;77.47;117.88;84.69;1.73;192.03;45.72;74.59;114.31;0
17.74;27.74;77.74;118.95;87.38;1.87;196.07;53.60;86.40;134.00;1
17.33;27.33;77.33;117.33;83.33;1.67;190.00;43.24;70.86;108.10;1
18.78;28.78;78.78;123.13;97.83;2.39;211.74;56.72;91.09;141.81;1
18.61;28.61;78.61;122.42;96.06;2.30;209.09;42.59;69.89;106.49;1
17.45;27.45;77.45;117.79;84.47;1.72;191.70;57.59;92.39;143.98;1
19.27;29.27;79.27;125.09;102.72;2.64;219.08;45.89;74.83;114.72;1
17.28;27.28;77.28;117.12;82.81;1.64;189.21;30.73;52.09;76.82;1
16.66;26.66;76.66;114.65;76.62;1.33;179.94;30.63;51.94;76.57;1
17.64;27.64;77.64;118.56;86.40;1.82;194.60;30.13;51.19;75.32;1
17.33;27.33;77.33;117.30;83.25;1.66;189.88;40.64;66.96;101.60;1
17.75;27.75;77.75;119.01;87.54;1.88;196.30;41.28;67.91;103.19;1
17.25;27.25;77.25;116.98;82.45;1.62;188.68;49.99;80.98;124.97;1
16.98;26.98;76.98;115.93;79.81;1.49;184.72;51.77;83.65;129.42;0
19.73;29.73;79.73;126.91;107.28;2.86;225.93;27.84;47.76;69.60;1
19.50;29.50;79.50;125.98;104.96;2.75;222.43;37.63;62.45;94.08;1
19.16;29.16;79.16;124.65;101.63;2.58;217.44;39.14;64.72;97.86;0
19.06;29.06;79.06;124.25;100.62;2.53;215.94;26.52;45.79;66.31;1
18.59;28.59;78.59;122.36;95.90;2.30;208.85;32.51;54.77;81.28;1
17.98;27.98;77.98;119.93;89.81;1.99;199.72;41.70;68.55;104.25;0
17.32;27.32;77.32;117.28;83.21;1.66;189.81;41.69;68.54;104.23;1
18.70;28.70;78.70;122.78;96.96;2.35;210.43;51.77;83.65;129.42;1
17.96;27.96;77.96;119.82;89.56;1.98;199.34;54.68;88.02;136.70;1
17.53;27.53;77.53;118.13;85.33;1.77;193.00;47.27;76.90;118.17;1
19.74;29.74;79.74;126.97;107.42;2.87;226.14;39.92;65.89;99.81;1
17.97;27.97;77.97;119.89;89.72;1.99;199.57;48.95;79.43;122.38;0
17.62;27.62;77.62;118.47;86.18;1.81;194.27;48.06;78.08;120.14;1
18.11;28.11;78.11;120.46;91.14;2.06;201.71;45.04;73.56;112.60;1
18.57;28.57;78.57;122.26;95.65;2.28;208.48;51.86;83.79;129.65;1
17.02;27.02;77.02;116.07;80.17;1.51;185.26;46.79;76.19;116.98;1
18.94;28.94;78.94;123.76;99.40;2.47;214.09;32.52;54.78;81.31;1
18.48;28.48;78.48;121.91;94.78;2.24;207.16;40.56;66.84;101.41;1
17.85;27.85;77.85;119.40;88.50;1.93;197.75;32.19;54.28;80.47;1
16.54;26.54;76.54;114.15;75.39;1.27;178.08;34.48;57.72;86.20;1
17.49;27.49;77.49;117.97;84.93;1.75;192.39;40.88;67.33;102.21;1
17.20;27.20;77.20;116.80;82.00;1.60;188.00;46.34;75.51;115.85;1
17.12;27.12;77.12;116.48;81.20;1.56;186.80;37.10;61.65;92.75;1
16.79;26.79;76.79;115.16;77.91;1.40;181.86;29.61;50.41;74.01;1
17.86;27.86;77.86;119.44;88.60;1.93;197.89;34.76;58.14;86.90;1
18.33;28.33;78.33;121.33;93.33;2.17;204.99;43.34;71.01;108.35;1
18.20;28.20;78.20;120.79;91.96;2.10;202.95;50.06;81.09;125.14;1
18.23;28.23;78.23;120.91;92.26;2.11;203.39;52.57;84.85;131.41;1
17.68;27.68;77.68;118.72;86.79;1.84;195.18;28.47;48.71;71.18;1
19.37;29.37;79.37;125.48;103.70;2.68;220.55;43.28;70.92;108.21;1
16.37;26.37;76.37;113.48;73.70;1.18;175.54;38.70;64.04;96.74;1
18.11;28.11;78.11;120.43;91.07;2.05;201.60;39.21;64.82;98.03;1
17.57;27.57;77.57;118.27;85.67;1.78;193.50;42.83;70.25;107.08;1
18.74;28.74;78.74;122.95;97.37;2.37;211.05;45.11;73.66;112.76;1
18.68;28.68;78.68;122.73;96.84;2.34;210.26;57.43;92.15;143.58;1
17.41;27.41;77.41;117.62;84.05;1.70;191.08;39.84;65.76;99.60;1
18.57;28.57;78.57;122.27;95.68;2.28;208.52;52.67;85.01;131.68;1
18.22;28.22;78.22;120.87;92.17;2.11;203.25;36.37;60.56;90.93;1
17.40;27.40;77.40;117.58;83.96;1.70;190.94;41.66;68.49;104.15;1
17.24;27.24;77.24;116.97;82.43;1.62;188.64;43.96;71.94;109.89;0
16.69;26.69;76.69;114.77;76.93;1.35;180.39;51.71;83.56;129.27;0
18.03;28.03;78.03;120.10;90.25;2.01;200.38;43.48;71.22;108.70;1
16.52;26.52;76.52;114.08;75.19;1.26;177.79;34.48;57.72;86.20;1
18.93;28.93;78.93;123.72;99.31;2.47;213.97;43.48;71.22;108.70;1
17.29;27.29;77.29;117.16;82.89;1.64;189.33;32.49;54.73;81.22;1
18.08;28.08;78.08;120.31;90.77;2.04;201.16;36.14;60.21;90.36;1
18.96;28.96;78.96;123.84;99.61;2.48;214.42;22.78;40.17;56.96;1
18.10;28.10;78.10;120.42;91.04;2.05;201.56;40.61;66.92;101.53;1
18.35;28.35;78.35;121.41;93.51;2.18;205.27;49.82;80.73;124.55;1
20.28;30.28;80.28;129.12;112.79;3.14;234.19;48.68;79.02;121.70;1
18.19;28.19;78.19;120.76;91.91;2.10;202.87;30.60;51.90;76.50;1
18.57;28.57;78.57;122.29;95.74;2.29;208.60;37.96;62.95;94.91;1
18.28;28.28;78.28;121.11;92.77;2.14;204.16;44.93;73.39;112.32;1
17.79;27.79;77.79;119.16;87.90;1.90;196.85;44.67;73.00;111.67;1
18.66;28.66;78.66;122.65;96.64;2.33;209.96;47.55;77.32;118.87;1
17.69;27.69;77.69;118.77;86.91;1.85;195.37;46.28;75.43;115.71;1
17.94;27.94;77.94;119.77;89.44;1.97;199.15;38.93;64.39;97.31;1
16.82;26.82;76.82;115.27;78.18;1.41;182.27;50.01;81.02;125.03;0
16.79;26.79;76.79;115.17;77.92;1.40;181.87;48.23;78.34;120.56;1
18.48;28.48;78.48;121.92;94.80;2.24;207.20;43.95;71.92;109.87;1
19.15;29.15;79.15;124.59;101.48;2.57;217.22;66.65;105.97;166.62;1
17.71;27.71;77.71;118.84;87.09;1.85;195.64;43.15;70.73;107.89;1
18.63;28.63;78.63;122.54;96.34;2.32;209.51;51.14;82.70;127.84;1
16.94;26.94;76.94;115.76;79.39;1.47;184.09;36.51;60.77;91.28;1
18.50;28.50;78.50;122.02;95.04;2.25;207.56;41.81;68.71;104.52;1
18.73;28.73;78.73;122.91;97.28;2.36;210.93;45.68;74.51;114.19;1
18.80;28.80;78.80;123.21;98.03;2.40;212.04;49.41;80.12;123.53;1
17.44;27.44;77.44;117.74;84.35;1.72;191.53;48.66;78.99;121.66;1
18.58;28.58;78.58;122.33;95.83;2.29;208.74;51.21;82.81;128.01;1
17.45;27.45;77.45;117.80;84.51;1.73;191.77;49.40;80.10;123.50;1
18.02;28.02;78.02;120.08;90.21;2.01;200.31;32.37;54.55;80.92;1
19.36;29.36;79.36;125.45;103.63;2.68;220.44;52.37;84.55;130.92;1
17.96;27.96;77.96;119.84;89.61;1.98;199.41;42.06;69.09;105.15;1
16.39;26.39;76.39;113.57;73.93;1.20;175.90;36.74;61.11;91.84;1
16.54;26.54;76.54;114.14;75.36;1.27;178.04;49.10;79.64;122.74;0
18.30;28.30;78.30;121.20;93.00;2.15;204.49;40.48;66.72;101.21;1
17.61;27.61;77.61;118.43;86.06;1.80;194.09;43.84;71.76;109.60;1
16.49;26.49;76.49;113.97;74.92;1.25;177.38;44.73;73.09;111.82;1
18.42;28.42;78.42;121.67;94.18;2.21;206.27;39.28;64.92;98.20;1
18.52;28.52;78.52;122.07;95.18;2.26;207.76;44.76;73.14;111.89;1
17.66;27.66;77.66;118.64;86.61;1.83;194.91;43.68;71.52;109.21;1
18.78;28.78;78.78;123.11;97.76;2.39;211.64;42.53;69.79;106.32;1
18.04;28.04;78.04;120.16;90.41;2.02;200.62;52.80;85.21;132.01;1
16.93;26.93;76.93;115.73;79.33;1.47;184.00;42.30;69.45;105.75;1
19.99;29.99;79.99;127.96;109.91;3.00;229.86;47.88;77.82;119.71;1
17.17;27.17;77.17;116.69;81.72;1.59;187.58;31.26;52.90;78.16;1
17.27;27.27;77.27;117.06;82.66;1.63;188.98;30.10;51.16;75.26;1
18.99;28.99;78.99;123.97;99.94;2.50;214.90;41.87;68.80;104.67;1
20.29;30.29;80.29;129.15;112.89;3.14;234.33;34.97;58.46;87.44;1
20.04;30.04;80.04;128.16;110.41;3.02;230.61;52.64;84.97;131.61;1
16.78;26.78;76.78;115.13;77.82;1.39;181.74;41.96;68.94;104.89;1
18.39;28.39;78.39;121.55;93.89;2.19;205.83;43.73;71.59;109.32;1
20.06;30.06;80.06;128.22;110.56;3.03;230.84;55.35;89.03;138.38;1
17.69;27.69;77.69;118.77;86.93;1.85;195.39;45.76;74.64;114.41;1
19.00;29.00;79.00;123.98;99.96;2.50;214.94;61.28;97.92;153.20;1
18.08;28.08;78.08;120.34;90.84;2.04;201.26;36.97;61.45;92.42;1
18.17;28.17;78.17;120.70;91.74;2.09;202.62;35.89;59.84;89.73;1
18.22;28.22;78.22;120.87;92.18;2.11;203.27;48.12;78.18;120.29;1
17.33;27.33;77.33;117.32;83.30;1.67;189.95;48.53;78.80;121.33;0
17.58;27.58;77.58;118.34;85.85;1.79;193.77;41.28;67.92;103.20;1
18.33;28.33;78.33;121.33;93.33;2.17;205.00;54.28;87.42;135.70;1
17.09;27.09;77.09;116.36;80.91;1.55;186.36;43.99;71.98;109.97;1
17.97;27.97;77.97;119.90;89.74;1.99;199.61;45.69;74.54;114.23;1
17.92;27.92;77.92;119.67;89.19;1.96;198.78;49.35;80.02;123.37;1
19.85;29.85;79.85;127.39;108.46;2.92;227.70;40.31;66.46;100.77;1
17.31;27.31;77.31;117.26;83.15;1.66;189.72;56.43;90.64;141.07;0
17.57;27.57;77.57;118.28;85.70;1.78;193.54;56.82;91.24;142.06;0
15.89;25.89;75.89;111.55;68.86;0.94;168.30;37.74;62.61;94.35;1
17.96;27.96;77.96;119.83;89.58;1.98;199.37;42.85;70.28;107.13;1
20.05;30.05;80.05;128.19;110.46;3.02;230.70;42.52;69.78;106.30;1
19.84;29.84;79.84;127.37;108.42;2.92;227.63;46.92;76.39;117.31;1
18.24;28.24;78.24;120.97;92.42;2.12;203.63;44.76;73.13;111.89;1
17.68;27.68;77.68;118.71;86.78;1.84;195.17;45.83;74.75;114.58;1
17.29;27.29;77.29;117.15;82.88;1.64;189.32;46.41;75.61;116.02;1
20.09;30.09;80.09;128.34;110.85;3.04;231.28;39.25;64.88;98.13;1
17.86;27.86;77.86;119.43;88.58;1.93;197.87;47.66;77.49;119.14;1
17.69;27.69;77.69;118.78;86.94;1.85;195.41;31.31;52.97;78.28;1
19.34;29.34;79.34;125.37;103.42;2.67;220.13;45.41;74.12;113.53;1
19.19;29.19;79.19;124.75;101.87;2.59;217.81;41.77;68.66;104.43;1
16.13;26.13;76.13;112.51;71.28;1.06;171.92;41.44;68.17;103.61;1
18.32;28.32;78.32;121.28;93.19;2.16;204.79;71.21;112.81;178.02;1
18.06;28.06;78.06;120.22;90.56;2.03;200.84;35.68;59.52;89.20;1
19.24;29.24;79.24;124.97;102.43;2.62;218.65;52.29;84.43;130.72;1
18.77;28.77;78.77;123.07;97.66;2.38;211.50;35.11;58.67;87.78;1
16.56;26.56;76.56;114.26;75.65;1.28;178.47;34.82;58.24;87.06;1
20.36;30.36;80.36;129.44;113.61;3.18;235.41;34.71;58.06;86.77;1
17.55;27.55;77.55;118.20;85.51;1.78;193.27;37.38;62.07;93.45;1
16.48;26.48;76.48;113.92;74.80;1.24;177.20;38.76;64.15;96.91;1
16.95;26.95;76.95;115.80;79.51;1.48;184.26;36.42;60.63;91.04;1
19.41;29.41;79.41;125.63;104.07;2.70;221.10;51.54;83.31;128.84;1
17.51;27.51;77.51;118.05;85.12;1.76;192.68;39.86;65.78;99.64;1
17.04;27.04;77.04;116.15;80.38;1.52;185.57;34.62;57.93;86.54;1
17.99;27.99;77.99;119.95;89.88;1.99;199.83;48.89;79.34;122.24;1
17.64;27.64;77.64;118.55;86.38;1.82;194.57;51.36;83.04;128.40;1
17.00;27.00;77.00;116.01;80.01;1.50;185.02;57.71;92.56;144.27;0
17.51;27.51;77.51;118.04;85.09;1.75;192.63;40.20;66.31;100.51;1
18.05;28.05;78.05;120.20;90.50;2.03;200.75;42.79;70.18;106.97;1
17.78;27.78;77.78;119.12;87.80;1.89;196.70;42.72;70.08;106.79;1
16.87;26.87;76.87;115.47;78.67;1.43;183.01;55.44;89.16;138.60;0
17.88;27.88;77.88;119.51;88.79;1.94;198.18;51.74;83.61;129.35;1
18.28;28.28;78.28;121.13;92.82;2.14;204.22;32.89;55.33;82.22;1
18.34;28.34;78.34;121.36;93.40;2.17;205.09;46.45;75.68;116.13;1
19.37;29.37;79.37;125.50;103.74;2.69;220.62;62.56;99.84;156.41;1
20.07;30.07;80.07;128.28;110.70;3.03;231.05;54.89;88.33;137.22;1
18.44;28.44;78.44;121.77;94.42;2.22;206.63;46.09;75.14;115.23;1
18.17;28.17;78.17;120.68;91.71;2.09;202.56;62.83;100.25;157.09;0
18.24;28.24;78.24;120.97;92.43;2.12;203.65;42.86;70.29;107.16;1
20.43;30.43;80.43;129.71;114.28;3.21;236.41;50.05;81.08;125.13;1
19.60;29.60;79.60;126.41;106.02;2.80;224.02;46.03;75.04;115.06;1
17.76;27.76;77.76;119.03;87.57;1.88;196.36;43.91;71.87;109.78;1
17.60;27.60;77.60;118.40;86.00;1.80;193.99;48.45;78.67;121.12;1
17.38;27.38;77.38;117.51;83.78;1.69;190.67;51.47;83.20;128.67;0
18.49;28.49;78.49;121.97;94.93;2.25;207.40;39.92;65.88;99.79;1
16.65;26.65;76.65;114.61;76.52;1.33;179.78;45.93;74.90;114.83;1
18.48;28.48;78.48;121.92;94.81;2.24;207.21;42.80;70.20;107.00;1
18.35;28.35;78.35;121.38;93.45;2.17;205.18;44.53;72.80;111.34;1
18.53;28.53;78.53;122.13;95.32;2.27;207.97;45.85;74.77;114.62;1
19.02;29.02;79.02;124.08;100.21;2.51;215.31;41.28;67.91;103.19;1
18.17;28.17;78.17;120.68;91.70;2.09;202.55;51.20;82.79;127.99;0
19.14;29.14;79.14;124.56;101.40;2.57;217.10;45.88;74.82;114.70;1
17.38;27.38;77.38;117.53;83.82;1.69;190.73;29.68;50.51;74.19;1
17.98;27.98;77.98;119.93;89.82;1.99;199.73;42.71;70.07;106.78;0
16.37;26.37;76.37;113.46;73.65;1.18;175.48;41.50;68.26;103.76;1
18.80;28.80;78.80;123.20;98.01;2.40;212.01;46.87;76.30;117.17;1
18.05;28.05;78.05;120.20;90.50;2.03;200.75;45.52;74.27;113.79;1
17.89;27.89;77.89;119.57;88.91;1.95;198.37;35.73;59.59;89.31;1
19.10;29.10;79.10;124.39;100.98;2.55;216.48;35.25;58.88;88.13;1
18.39;28.39;78.39;121.56;93.91;2.20;205.87;59.57;95.35;148.91;1
18.75;28.75;78.75;122.99;97.48;2.37;211.22;49.84;80.76;124.59;1
19.34;29.34;79.34;125.36;103.41;2.67;220.11;53.87;86.81;134.68;1
18.35;28.35;78.35;121.40;93.51;2.18;205.26;38.91;64.36;97.27;1
18.33;28.33;78.33;121.34;93.35;2.17;205.02;47.28;76.91;118.19;1
19.03;29.03;79.03;124.13;100.32;2.52;215.48;37.86;62.78;94.64;1
19.39;29.39;79.39;125.55;103.89;2.69;220.83;56.14;90.21;140.34;1
16.60;26.60;76.60;114.40;76.00;1.30;179.01;34.45;57.68;86.13;1
17.69;27.69;77.69;118.77;86.94;1.85;195.41;44.46;72.69;111.15;1
19.47;29.47;79.47;125.86;104.65;2.73;221.98;37.16;61.74;92.89;1
15.66;25.66;75.66;110.63;66.57;0.83;164.85;49.97;80.96;124.93;1
19.24;29.24;79.24;124.94;102.36;2.62;218.54;55.93;89.90;139.83;1
17.86;27.86;77.86;119.45;88.63;1.93;197.94;38.93;64.39;97.32;1
19.72;29.72;79.72;126.87;107.17;2.86;225.76;55.07;88.61;137.68;1
16.63;26.63;76.63;114.51;76.29;1.31;179.43;39.40;65.10;98.50;1
18.44;28.44;78.44;121.74;94.36;2.22;206.53;54.33;87.49;135.82;1
18.37;28.37;78.37;121.50;93.75;2.19;205.62;39.78;65.67;99.45;1
16.92;26.92;76.92;115.68;79.20;1.46;183.80;46.73;76.09;116.82;1
16.36;26.36;76.36;113.46;73.64;1.18;175.46;47.84;77.76;119.61;1
18.30;28.30;78.30;121.21;93.03;2.15;204.54;58.39;93.58;145.97;1
16.54;26.54;76.54;114.17;75.43;1.27;178.14;44.75;73.12;111.86;1
18.15;28.15;78.15;120.59;91.46;2.07;202.20;57.79;92.69;144.49;1
16.74;26.74;76.74;114.95;77.37;1.37;181.05;47.13;76.70;117.83;1
17.59;27.59;77.59;118.35;85.89;1.79;193.83;32.21;54.32;80.54;1
19.16;29.16;79.16;124.63;101.58;2.58;217.37;48.16;78.24;120.40;1
17.83;27.83;77.83;119.31;88.27;1.91;197.41;44.06;72.09;110.14;0
16.44;26.44;76.44;113.75;74.37;1.22;176.56;44.35;72.52;110.87;1
17.88;27.88;77.88;119.51;88.77;1.94;198.15;37.55;62.33;93.88;1
17.99;27.99;77.99;119.96;89.89;1.99;199.84;41.27;67.90;103.16;1
16.49;26.49;76.49;113.98;74.94;1.25;177.41;41.24;67.86;103.10;1
18.36;28.36;78.36;121.45;93.61;2.18;205.42;57.43;92.14;143.57;1
17.64;27.64;77.64;118.55;86.38;1.82;194.58;59.97;95.95;149.91;1
17.94;27.94;77.94;119.76;89.41;1.97;199.12;42.23;69.34;105.56;1
15.78;25.78;75.78;111.13;67.82;0.89;166.73;43.41;71.12;108.53;1
16.85;26.85;76.85;115.41;78.52;1.43;182.79;31.30;52.95;78.24;1
19.60;29.60;79.60;126.39;105.98;2.80;223.97;57.82;92.73;144.55;1
18.12;28.12;78.12;120.47;91.18;2.06;201.78;57.54;92.30;143.84;1
17.93;27.93;77.93;119.73;89.33;1.97;198.99;40.40;66.61;101.01;1
17.35;27.35;77.35;117.38;83.46;1.67;190.19;37.83;62.74;94.57;1
17.86;27.86;77.86;119.44;88.60;1.93;197.90;48.80;79.19;121.99;1
16.72;26.72;76.72;114.88;77.20;1.36;180.80;44.14;72.21;110.35;1
17.93;27.93;77.93;119.73;89.33;1.97;199.00;37.27;61.90;93.17;1
18.97;28.97;78.97;123.89;99.71;2.49;214.57;48.71;79.06;121.77;1
17.49;27.49;77.49;117.97;84.93;1.75;192.40;48.55;78.82;121.37;1
18.64;28.64;78.64;122.56;96.41;2.32;209.62;43.41;71.12;108.53;1
19.06;29.06;79.06;124.22;100.56;2.53;215.83;38.93;64.40;97.33;1
19.20;29.20;79.20;124.79;101.98;2.60;217.96;42.24;69.37;105.61;1
17.51;27.51;77.51;118.04;85.09;1.75;192.64;49.85;80.77;124.62;1
16.31;26.31;76.31;113.24;73.11;1.16;174.66;46.70;76.06;116.76;1
18.24;28.24;78.24;120.95;92.36;2.12;203.55;48.90;79.35;122.25;1
18.89;28.89;78.89;123.55;98.86;2.44;213.29;42.65;69.98;106.64;1
18.63;28.63;78.63;122.52;96.31;2.32;209.46;46.44;75.66;116.10;1
17.24;27.24;77.24;116.95;82.37;1.62;188.55;51.21;82.81;128.02;1
17.99;27.99;77.99;119.96;89.91;2.00;199.87;44.40;72.60;111.01;1
17.88;27.88;77.88;119.50;88.75;1.94;198.13;40.79;67.18;101.97;1
18.95;28.95;78.95;123.80;99.50;2.48;214.26;34.76;58.15;86.91;1
18.75;28.75;78.75;123.00;97.51;2.38;211.27;40.99;67.49;102.48;1
18.81;28.81;78.81;123.24;98.10;2.41;212.15;43.57;71.35;108.92;1
17.76;27.76;77.76;119.04;87.60;1.88;196.40;45.93;74.90;114.83;1
17.76;27.76;77.76;119.02;87.56;1.88;196.33;43.52;71.28;108.80;1
19.12;29.12;79.12;124.47;101.17;2.56;216.76;44.42;72.64;111.06;1
18.39;28.39;78.39;121.56;93.89;2.19;205.83;47.82;77.73;119.54;1
18.28;28.28;78.28;121.10;92.75;2.14;204.13;48.83;79.25;122.08;1
18.86;28.86;78.86;123.42;98.56;2.43;212.84;38.20;63.30;95.51;1
18.13;28.13;78.13;120.54;91.35;2.07;202.02;46.19;75.28;115.46;1
17.10;27.10;77.10;116.42;81.04;1.55;186.56;53.11;85.67;132.78;0
17.95;27.95;77.95;119.79;89.47;1.97;199.21;37.64;62.46;94.10;1
16.30;26.30;76.30;113.20;73.00;1.15;174.50;42.24;69.37;105.61;1
17.93;27.93;77.93;119.72;89.31;1.97;198.96;49.72;80.59;124.31;1
19.38;29.38;79.38;125.50;103.75;2.69;220.63;44.43;72.65;111.08;1
18.26;28.26;78.26;121.06;92.64;2.13;203.96;41.03;67.54;102.57;1
17.73;27.73;77.73;118.92;87.29;1.86;195.93;42.53;69.80;106.33;1
17.27;27.27;77.27;117.06;82.66;1.63;188.99;39.48;65.22;98.70;1
17.44;27.44;77.44;117.76;84.40;1.72;191.60;46.05;75.08;115.13;1
17.60;27.60;77.60;118.39;85.98;1.80;193.97;34.99;58.48;87.46;1
17.10;27.10;77.10;116.39;80.98;1.55;186.47;36.43;60.64;91.07;1
16.67;26.67;76.67;114.68;76.71;1.34;180.06;44.22;72.33;110.55;0
17.27;27.27;77.27;117.09;82.73;1.64;189.09;45.03;73.55;112.58;1
17.37;27.37;77.37;117.48;83.69;1.68;190.54;41.97;68.95;104.92;1
16.91;26.91;76.91;115.64;79.10;1.45;183.65;27.54;47.31;68.86;1
16.85;26.85;76.85;115.40;78.51;1.43;182.76;56.55;90.82;141.36;1
17.54;27.54;77.54;118.14;85.35;1.77;193.03;43.89;71.84;109.73;1
18.87;28.87;78.87;123.48;98.69;2.43;213.04;41.76;68.64;104.39;1
20.07;30.07;80.07;128.27;110.67;3.03;231.00;26.42;45.64;66.06;1
18.00;28.00;78.00;119.99;89.97;2.00;199.96;50.64;81.97;126.61;0
18.07;28.07;78.07;120.27;90.68;2.03;201.03;38.09;63.13;95.22;1
16.76;26.76;76.76;115.04;77.61;1.38;181.41;51.87;83.81;129.69;1
18.32;28.32;78.32;121.26;93.15;2.16;204.73;29.99;50.98;74.97;1
16.30;26.30;76.30;113.18;72.96;1.15;174.44;46.44;75.67;116.11;1
17.00;27.00;77.00;115.98;79.96;1.50;184.94;28.76;49.14;71.91;1
17.61;27.61;77.61;118.45;86.12;1.81;194.19;48.81;79.22;122.03;1
18.54;28.54;78.54;122.16;95.41;2.27;208.11;38.79;64.19;96.98;1
18.72;28.72;78.72;122.87;97.18;2.36;210.76;34.09;57.14;85.23;1
19.64;29.64;79.64;126.57;106.43;2.82;224.64;49.93;80.90;124.84;1
18.22;28.22;78.22;120.87;92.18;2.11;203.27;16.35;30.53;40.88;1
18.73;28.73;78.73;122.90;97.26;2.36;210.89;45.48;74.22;113.70;1
17.83;27.83;77.83;119.33;88.33;1.92;197.49;51.25;82.87;128.12;1
19.22;29.22;79.22;124.86;102.16;2.61;218.24;43.03;70.55;107.58;1
17.80;27.80;77.80;119.20;87.99;1.90;196.99;36.56;60.85;91.41;1
18.97;28.97;78.97;123.89;99.73;2.49;214.60;42.73;70.09;106.81;1
19.76;29.76;79.76;127.04;107.59;2.88;226.38;54.58;87.87;136.44;1
18.72;28.72;78.72;122.88;97.19;2.36;210.78;45.73;74.60;114.33;1
17.86;27.86;77.86;119.46;88.65;1.93;197.97;38.64;63.97;96.61;1
18.58;28.58;78.58;122.33;95.83;2.29;208.75;49.07;79.61;122.68;1
18.37;28.37;78.37;121.48;93.69;2.18;205.53;45.27;73.90;113.17;1
15.71;25.71;75.71;110.83;67.08;0.85;165.62;44.86;73.28;112.14;1
19.13;29.13;79.13;124.54;101.35;2.57;217.02;51.26;82.89;128.15;1
18.75;28.75;78.75;123.01;97.51;2.38;211.27;33.16;55.74;82.90;1
15.22;25.22;75.22;108.86;62.16;0.61;158.24;39.28;64.92;98.20;1
19.02;29.02;79.02;124.08;100.21;2.51;215.32;40.91;67.37;102.28;1
17.22;27.22;77.22;116.88;82.19;1.61;188.29;50.37;81.55;125.92;1
17.79;27.79;77.79;119.16;87.89;1.89;196.84;39.24;64.86;98.10;1
17.55;27.55;77.55;118.19;85.48;1.77;193.22;46.53;75.80;116.34;1
17.33;27.33;77.33;117.31;83.28;1.66;189.92;61.31;97.97;153.28;1
18.01;28.01;78.01;120.03;90.08;2.00;200.12;46.72;76.08;116.80;1
17.18;27.18;77.18;116.70;81.76;1.59;187.64;35.99;59.98;89.97;1
18.24;28.24;78.24;120.97;92.42;2.12;203.64;48.04;78.06;120.09;1
18.90;28.90;78.90;123.62;99.04;2.45;213.56;48.08;78.12;120.19;1
18.94;28.94;78.94;123.76;99.39;2.47;214.09;45.21;73.81;113.02;1
18.58;28.58;78.58;122.34;95.84;2.29;208.76;50.36;81.54;125.90;0
19.63;29.63;79.63;126.54;106.34;2.82;224.52;51.98;83.97;129.95;1
21.00;31.00;81.00;132.01;120.02;3.50;245.02;41.42;68.13;103.55;1
18.64;28.64;78.64;122.57;96.42;2.32;209.63;43.94;71.91;109.85;1
16.45;26.45;76.45;113.81;74.52;1.23;176.77;30.26;51.40;75.66;1
